carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.3,4,4,2,62.1,55.0,4.31,4.35,2.69,-370.1467581254569
0.41,3,4,3,61.6,59.0,4.74,4.77,2.93,759.945499979397
0.5,3,5,4,62.8,59.0,5.09,5.0,3.17,2148.8327836466833
0.56,4,6,3,60.6,56.0,5.33,5.37,3.24,2793.2054183296473
1.27,4,4,1,62.0,55.0,6.9,6.95,4.3,7349.687364082364
1.06,3,6,3,62.3,59.0,6.48,6.52,4.05,6847.716223710808
1.07,3,6,7,60.9,58.0,6.67,6.57,4.03,8931.562310481442
1.02,3,3,2,63.0,55.0,6.45,6.4,4.05,5017.151379888737
1.0,2,2,2,63.4,56.0,6.37,6.34,4.03,4369.002870363385
0.34,4,4,3,62.5,55.0,4.51,4.48,2.81,353.7850313719605
1.2,2,3,1,61.8,60.0,6.78,6.85,4.21,6022.55909457238
0.58,4,5,3,61.6,55.0,5.33,5.38,3.3,2629.592376208961
0.3,1,2,2,63.8,55.0,4.2,4.26,2.7,-1420.5961319788807
2.0,3,6,1,61.6,59.0,8.09,8.2,5.02,14643.241937548783
0.3,3,5,4,61.4,59.0,4.32,4.28,2.64,776.1390178701968
0.3,4,5,5,61.1,57.0,4.34,4.36,2.65,1458.1001860590095
1.01,2,2,1,63.4,55.0,6.35,6.29,4.01,4018.843034229825
0.43,3,6,2,61.2,58.0,4.87,4.83,2.97,1065.7419137664574
0.51,3,4,4,60.2,58.0,5.25,5.21,3.15,2036.3859238206023
1.0,3,5,2,61.9,62.0,6.4,6.34,3.94,5399.202484608525
0.31,4,2,5,61.2,56.0,4.34,4.37,2.66,614.7972171810502
0.31,4,3,6,61.9,55.0,4.36,4.3,2.68,1387.2972138645341
0.51,4,1,2,62.5,57.0,5.07,5.1,3.18,180.78259094564237
0.77,3,6,3,61.3,60.0,5.92,5.89,3.62,4261.824449353743
0.7,4,3,1,61.2,56.0,5.73,5.78,3.52,1936.5889256975242
0.58,2,5,1,59.0,62.0,5.46,5.49,3.23,1306.7567962837375
0.74,2,2,2,62.4,58.0,5.71,5.76,3.58,2170.756944934065
0.35,2,5,7,57.9,56.0,4.71,4.75,2.74,2726.620671512339
0.52,4,5,3,61.2,56.0,5.16,5.23,3.18,2137.4358224200123
0.31,4,4,3,62.8,56.0,4.32,4.28,2.7,144.01879558345718
1.54,3,3,2,60.5,61.0,7.47,7.44,4.51,9789.518320938469
0.76,2,2,7,62.6,57.0,5.8,5.83,3.64,4820.100635432473
0.27,2,5,5,62.5,59.0,4.09,4.14,2.57,944.2830527157948
0.91,3,6,1,61.0,61.0,6.24,6.16,3.78,4490.1791364656865
0.53,1,6,3,58.4,58.0,5.31,5.38,3.12,2256.245637735674
1.5,1,6,1,60.2,65.0,7.37,7.34,4.43,9593.571332129082
0.33,4,5,4,60.6,57.0,4.5,4.54,2.74,1183.7541024107613
0.91,1,5,0,57.7,63.0,6.35,6.3,3.65,3552.233593283149
0.55,2,1,3,61.0,57.0,5.31,5.32,3.24,787.3113086839321
1.08,1,5,1,63.7,57.0,6.54,6.49,4.15,5380.976616907384
0.52,3,3,6,61.9,61.0,5.13,5.11,3.17,2708.328617592162
0.24,2,5,4,60.1,57.0,4.08,4.1,2.46,377.1137890638697
0.36,4,6,3,62.5,55.0,4.55,4.57,2.85,1182.0512938101483
1.0,0,4,1,65.5,56.0,6.3,6.19,4.09,4159.30295610074
0.75,3,2,3,60.8,57.0,5.9,5.87,3.58,2890.8880454141563
0.78,3,2,1,59.7,59.0,6.03,5.97,3.58,2138.690425656203
0.31,4,5,4,61.3,55.0,4.36,4.38,2.68,1083.5413088765795
0.36,4,2,3,61.0,55.0,4.59,4.62,2.81,-21.352599361939156
0.41,4,6,5,62.1,56.0,4.76,4.78,2.96,2546.997416622763
0.34,3,5,1,62.4,59.0,4.46,4.42,2.77,-497.50311984366317
0.6,3,5,4,61.0,61.0,5.46,5.39,3.31,3002.8291587332455
1.01,3,5,2,61.7,56.0,6.44,6.39,3.96,5645.50937454243
1.73,3,3,3,62.9,58.0,7.65,7.58,4.79,12059.858332563617
1.02,2,2,2,64.4,59.0,6.24,6.36,4.06,4539.870045804246
1.02,4,3,3,62.3,55.0,6.45,6.48,4.03,5697.755126152947
0.63,2,5,2,61.0,57.6,5.48,5.51,3.36,2278.5761272175323
0.31,2,3,5,62.9,58.0,4.27,4.31,2.7,566.4019007840043
0.76,4,5,3,62.1,55.0,5.84,5.88,3.64,4086.631923350031
0.4,4,4,7,60.9,57.0,4.81,4.84,2.94,2823.565827909201
1.08,3,1,1,62.7,57.0,6.57,6.53,4.11,4386.130879264955
1.21,1,3,0,64.0,59.0,6.78,6.73,4.32,5350.620071616764
0.9,1,2,3,61.5,61.0,6.15,6.24,3.81,3891.615515599633
1.5,3,4,3,61.5,58.0,7.34,7.36,4.52,10291.021534269568
0.5,2,6,3,62.8,58.0,5.0,5.03,3.15,1958.1625068109786
0.82,2,1,4,63.6,58.9,5.88,5.93,3.76,3441.159323658279
0.31,4,1,2,62.2,56.0,4.37,4.34,2.71,-1319.4782555329753
0.36,2,5,3,61.3,60.0,4.55,4.59,2.8,587.1918709005236
0.79,4,1,1,62.1,56.0,5.92,5.97,3.69,2021.7562998045078
0.3,3,6,3,61.9,58.0,4.32,4.28,2.66,583.7939581867204
0.7,4,6,1,60.4,56.0,5.78,5.81,3.5,2927.8759584448576
1.35,2,0,4,62.1,56.0,7.04,7.1,4.39,8025.686360597105
0.44,4,6,4,61.1,56.0,4.95,4.91,3.01,2286.0668645330097
0.33,4,4,7,62.1,56.0,4.41,4.44,2.75,2342.8104215289723
0.74,4,4,2,62.5,56.0,5.8,5.76,3.61,3021.1841720430725
1.1,4,4,3,60.7,57.0,6.66,6.7,4.05,6781.866539122348
0.4,3,4,3,59.3,59.0,4.83,4.79,2.85,761.6412499477187
1.83,0,0,0,70.0,58.0,7.34,7.28,5.12,9985.82829393079
0.71,4,4,3,61.6,56.0,5.74,5.77,3.54,3326.3751960794325
1.0,4,5,1,62.0,57.0,6.37,6.41,3.96,5169.513939173419
2.0,2,2,2,63.3,59.0,8.02,8.0,5.07,13647.392165572472
2.03,3,3,2,61.9,59.0,8.14,8.09,5.02,14425.86265258321
1.0,0,4,1,65.5,54.0,6.2,6.16,4.05,4299.757531040506
0.9,2,3,2,62.9,56.0,6.11,6.17,3.86,3883.107580533799
0.41,4,4,5,61.2,56.0,4.78,4.8,2.93,1957.533304710729
0.41,4,4,6,61.8,57.0,4.75,4.79,2.95,2409.0104834358604
1.51,3,4,3,61.6,58.0,7.32,7.35,4.52,10407.989624852722
1.16,2,2,1,63.2,57.0,6.66,6.7,4.22,5333.955156445945
0.54,4,3,4,61.8,56.0,5.21,5.26,3.24,2114.1311883057197
1.54,2,6,2,63.0,59.0,7.31,7.35,4.62,10623.317140185414
2.07,3,2,2,61.1,58.0,8.27,8.2,5.03,14513.506626964778
0.41,4,0,6,62.0,57.0,4.79,4.73,2.95,1063.3902693128994
1.54,4,4,4,60.5,56.0,7.52,7.49,4.54,11321.006979701724
0.42,3,4,4,61.8,59.0,4.83,4.81,2.98,1272.6529903504174
1.12,3,3,0,60.4,59.0,6.71,6.67,0.0,5103.778216780879
1.0,4,3,5,62.8,53.9,6.37,6.42,4.02,6540.302066004266
1.01,3,1,6,62.0,59.0,6.39,6.32,3.94,6295.161015611318
1.7,1,1,0,63.6,58.0,7.52,7.48,4.77,9403.682365055964
0.31,4,4,6,60.6,56.0,4.44,4.41,2.68,1722.4896446555103
0.3,2,4,7,62.5,56.0,4.27,4.3,2.68,1867.4234391542761
1.16,4,0,2,60.7,57.0,6.83,6.77,4.13,5485.991140502786
0.3,3,5,3,59.1,58.0,4.37,4.39,2.59,448.60673693611534
1.0,2,5,5,61.7,55.0,6.38,6.42,3.95,6999.349555892917
0.94,0,2,2,68.4,53.0,6.05,5.97,4.11,3423.387284264409
0.5,4,1,3,62.4,55.0,5.09,5.11,3.18,616.5014721404541
1.2,4,5,1,62.0,57.0,6.8,6.82,4.22,6952.243265837633
0.4,2,3,6,60.9,57.0,4.76,4.8,2.91,1803.150094505354
0.62,4,6,2,60.8,59.0,5.48,5.5,3.34,2714.1794584511545
1.02,1,3,3,63.7,57.0,6.24,6.31,4.0,5351.973182366617
0.96,2,1,1,62.7,58.0,6.2,6.24,3.9,3268.981465402447
1.51,2,4,4,59.6,63.0,7.34,7.43,4.4,10808.068025732902
0.7,4,4,2,60.7,57.0,5.73,5.75,3.49,2774.285596930123
0.52,4,6,1,61.7,55.0,5.17,5.2,3.2,1434.7298792815254
0.4,3,3,2,59.3,59.0,4.82,4.8,2.85,-52.75805874560683
0.5,4,5,3,62.9,54.0,5.14,5.1,3.22,1848.7888437109245
1.25,4,1,1,61.4,55.0,6.92,6.99,4.27,6198.134892685235
0.91,2,3,3,62.3,59.0,6.13,6.17,3.83,4444.843508546551
0.44,4,1,4,61.1,56.0,4.92,4.96,3.02,698.7100852433437
0.42,2,5,2,62.3,58.0,4.76,4.81,2.98,521.8517847725138
1.29,4,3,3,61.3,57.0,6.99,7.07,4.31,8172.079373191202
1.12,4,4,4,61.8,56.0,6.67,6.69,4.13,7423.623622040654
0.6,4,3,4,62.2,55.0,5.41,5.45,3.38,2580.631449887951
0.3,2,5,2,63.2,57.0,4.3,4.25,2.7,-423.4452857875817
0.31,3,2,2,62.3,55.0,4.36,4.34,2.71,-1089.830976416089
1.71,3,3,4,62.7,58.0,7.66,7.62,4.79,12353.55526631925
0.74,4,3,2,61.3,57.0,5.81,5.83,3.57,2763.7303083441548
0.3,2,4,2,63.5,57.0,4.27,4.24,2.7,-744.6139835015742
0.71,1,4,1,64.1,60.0,0.0,0.0,0.0,6623.916386165761
0.31,4,6,1,61.3,56.0,4.36,4.41,2.69,-120.31098213238784
0.32,3,3,3,61.7,60.0,4.4,4.32,2.69,-275.84490826975934
1.54,3,3,2,61.0,59.0,7.43,7.38,4.52,9834.197807489614
1.02,4,0,1,61.6,55.0,6.49,6.43,3.98,3748.655832847976
1.0,2,4,5,62.9,55.0,6.29,6.36,3.98,6655.759685433697
1.0,3,6,2,62.5,59.0,6.32,6.38,3.97,5823.02687963332
1.01,4,2,4,61.5,56.0,6.48,6.43,3.97,5779.611465870717
0.7,3,3,5,61.8,58.0,5.67,5.63,3.49,3766.4111858656856
0.29,4,3,3,61.6,56.0,4.26,4.29,2.63,-242.37122108050153
0.41,3,3,6,60.0,59.0,4.84,4.83,2.9,1982.4594539311563
0.35,4,6,2,62.3,55.0,4.54,4.51,2.82,597.5640516073313
1.05,4,4,2,61.8,57.0,6.51,6.54,4.03,5780.9751774292345
0.3,2,2,6,62.2,58.0,4.26,4.29,2.66,701.9378368004027
1.22,4,3,5,60.0,58.0,6.95,6.99,4.18,8534.019015017151
1.01,2,3,1,60.8,63.0,6.4,6.36,3.88,4305.36010626645
1.22,2,5,3,59.5,60.0,6.91,7.0,4.14,7963.6175491505455
1.03,2,4,2,60.6,63.0,6.47,6.5,3.93,5302.233205232193
1.57,3,4,2,62.0,58.0,7.47,7.41,4.61,10388.968904645466
0.31,4,4,7,61.2,57.0,4.35,4.38,2.67,2227.0499864143667
0.42,4,6,2,61.9,57.0,4.82,4.77,2.97,1089.7673705621883
0.34,4,5,2,63.0,55.0,4.47,4.42,2.8,169.43280752532337
1.01,3,4,3,63.0,58.0,6.43,6.36,4.03,5671.526910973055
0.34,2,5,3,62.8,58.0,4.43,4.45,2.79,403.963608527642
0.4,4,5,1,61.2,55.0,4.74,4.77,2.91,231.6565009295132
0.39,2,1,5,63.0,56.0,4.62,4.68,2.93,523.9775097636043
1.57,4,5,3,62.3,57.0,7.39,7.44,4.62,11405.829219219737
1.35,3,2,3,61.5,58.0,7.09,7.15,4.38,8245.71265916757
0.35,2,6,2,60.1,61.0,4.56,4.59,2.75,365.4264171323921
2.5,0,2,1,64.9,58.0,8.46,8.43,5.48,17806.383268062575
0.51,2,3,3,62.7,57.0,5.05,5.12,3.19,1088.801857284202
0.62,3,0,5,60.9,58.0,5.5,5.56,3.37,2158.802776396707
0.56,4,3,2,61.5,56.0,5.31,5.32,3.27,1265.909057409789
0.35,4,4,6,61.8,55.0,4.53,4.57,2.81,2005.0731220509508
0.72,3,4,4,62.2,58.0,5.75,5.7,3.56,3701.9952399651565
1.51,4,1,1,61.2,58.0,7.33,7.42,4.51,8584.258512845641
1.01,1,6,1,63.9,57.0,6.29,6.36,4.04,5152.626211973475
1.51,0,3,1,65.5,55.0,7.14,7.08,4.66,8631.733647543912
0.75,2,2,5,60.6,57.0,5.86,5.89,3.56,3824.37457086447
0.5,1,6,1,61.9,63.0,5.05,5.07,3.13,737.0577671299852
0.36,4,3,5,61.5,55.0,4.58,4.62,2.83,1270.5635576769837
0.63,4,4,2,62.6,56.0,5.53,5.49,3.45,2061.105275366298
0.47,4,2,1,62.4,53.0,4.98,5.02,3.12,-236.97874907215237
1.01,1,4,2,58.8,64.0,6.58,6.51,3.85,4991.543412378533
1.01,2,3,3,63.2,55.0,6.39,6.34,4.02,5325.237163890834
0.9,4,3,1,62.7,55.0,6.11,6.17,3.85,3665.569725115798
1.51,4,1,2,61.2,60.0,7.39,7.37,4.52,8977.704313658163
1.0,1,1,2,57.6,61.0,6.56,6.52,3.77,4110.166004119923
0.31,3,1,4,62.3,59.0,4.29,4.35,2.69,-453.5704061202855
1.63,3,1,2,61.7,58.0,7.54,7.51,4.64,10031.521328015204
0.4,2,5,5,61.4,56.0,4.74,4.81,2.93,1951.8114720180854
0.42,2,3,4,60.6,58.0,4.82,4.95,2.96,966.5803732104896
0.7,3,2,4,61.9,56.0,5.7,5.67,3.52,2960.9979026163037
0.32,2,6,2,60.1,60.0,4.38,4.4,2.64,223.57954723141165
0.75,2,5,3,62.8,55.0,5.77,5.79,3.63,3740.7932221836795
0.32,4,3,7,61.4,55.0,4.42,4.44,2.72,1986.6875943276862
0.25,4,5,3,60.6,57.0,4.08,4.11,2.48,184.19399260728414
1.02,4,4,1,61.6,56.0,6.52,6.49,4.01,4989.4652974246765
0.4,3,6,2,61.1,58.0,4.75,4.74,2.9,855.2573768821098
0.48,1,4,4,59.0,60.9,5.09,5.15,3.02,1636.6868164543803
0.31,4,5,4,60.1,55.0,4.42,4.53,2.69,1132.406090462869
1.0,4,2,1,62.5,54.0,6.32,6.38,3.97,4281.003015801314
0.9,3,1,3,61.6,58.0,6.15,6.09,3.77,3875.2414044072143
1.02,2,6,2,62.7,57.0,6.42,6.5,4.05,5867.979739646458
0.36,3,4,3,62.0,59.0,4.51,4.56,2.81,387.86357617229396
0.31,2,5,2,63.1,57.0,4.31,4.28,2.71,-315.68781002456626
0.7,0,4,3,65.5,57.0,5.55,5.41,3.59,2550.3064291982864
1.74,3,0,3,61.9,62.0,7.62,7.54,4.7,11202.648586594823
1.79,3,3,4,61.7,59.0,7.85,7.74,4.81,13106.451360470533
0.36,4,5,4,62.4,55.0,4.61,4.59,2.87,1314.8155740855532
1.52,1,5,0,57.3,58.0,7.53,7.42,4.28,9268.593992189828
0.94,3,5,2,62.0,58.0,6.24,6.27,3.88,4989.253605808272
0.33,4,1,2,61.5,57.0,4.49,4.46,2.75,-1176.331406885894
1.06,4,3,1,62.2,55.0,6.56,6.53,4.07,5039.462516707681
0.75,4,5,2,62.1,55.0,5.81,5.85,3.62,3504.356120384154
0.79,3,2,4,60.0,60.0,6.07,5.99,3.64,3661.3143892233634
0.33,4,5,2,59.6,57.0,4.53,4.49,2.69,236.79771734475707
0.82,4,4,1,62.4,54.0,5.97,6.02,3.74,3298.294374157134
0.32,4,3,4,61.9,55.0,4.4,4.42,2.73,461.4205550823308
0.3,3,4,3,62.2,60.0,4.22,4.27,2.64,-50.31239837123121
0.7,4,4,3,62.0,56.0,5.71,5.74,3.55,3211.4142824353235
1.52,0,0,4,65.4,58.0,7.22,7.17,4.7,9133.136341374724
0.31,4,3,7,62.0,54.0,4.36,4.38,2.71,1907.6772551916786
0.51,4,6,3,61.6,57.0,5.19,5.14,3.18,2264.803745754148
0.74,3,2,3,59.9,57.0,5.91,5.87,3.53,2848.4724185808127
0.67,1,4,3,58.1,62.0,5.76,5.83,3.36,2650.5398644854304
0.32,4,2,4,62.1,55.0,4.39,4.4,2.73,130.35664745910617
0.72,4,2,4,62.3,55.0,5.72,5.74,3.57,3273.830268116325
0.5,2,5,3,62.8,60.0,5.02,5.08,3.17,1566.445920552023
0.86,4,5,1,61.8,57.0,6.1,6.13,3.78,3910.6147420880175
0.51,3,6,2,61.9,60.0,5.15,5.12,3.18,1576.1446196574843
2.0,0,1,4,58.5,68.0,8.26,8.15,4.8,14039.539405047877
1.79,2,4,3,62.8,59.0,7.7,7.8,4.87,12852.37001807359
0.7,2,4,3,63.4,56.0,5.69,5.63,3.59,2870.5823355277735
0.7,2,3,3,62.2,61.0,5.54,5.59,3.46,2648.680444591342
0.28,2,5,7,59.6,55.0,4.24,4.31,2.55,2265.79764394183
0.32,3,6,2,60.8,58.0,4.41,4.44,2.69,312.911972857763
1.5,1,1,0,62.6,63.0,7.19,7.25,4.52,7489.04570364025
0.9,0,1,5,60.9,66.0,6.1,6.12,3.72,4410.012560153987
0.41,3,1,5,62.4,60.0,4.73,4.7,2.94,707.2824228127533
1.0,3,0,2,58.7,58.0,6.55,6.51,3.83,4023.6860848477218
0.91,2,2,3,58.3,59.0,6.35,6.47,3.74,4263.924711224202
1.07,2,0,5,60.0,60.0,6.57,6.59,3.95,5983.75440752706
2.2,4,0,2,61.5,57.0,8.41,8.37,5.16,15260.971525375457
1.52,2,6,2,60.6,57.8,7.4,7.46,4.51,10560.657657124695
0.31,4,2,5,62.3,55.0,4.36,4.37,2.72,532.6611535257016
0.9,1,2,1,64.1,58.0,6.05,6.02,3.87,2837.6793302290016
0.41,3,0,4,61.3,59.0,4.78,4.74,2.92,-43.46898727203825
1.58,3,3,3,58.2,58.0,7.68,7.64,4.46,10808.415667554465
0.9,3,3,2,61.9,59.0,6.18,6.13,3.81,3944.246765371551
1.2,1,1,2,65.0,59.0,6.51,6.57,4.25,5751.559382504566
1.16,2,4,3,60.2,63.0,6.79,6.7,4.07,6956.707951345868
0.3,3,2,5,62.1,52.0,4.31,4.29,2.67,441.88459798775693
0.4,3,6,2,60.9,60.0,4.74,4.78,2.9,829.416438120285
0.24,2,4,5,61.4,57.0,4.03,4.06,2.48,491.7297338589283
0.72,2,2,4,60.6,63.0,5.83,5.76,3.51,2867.5042201411625
0.33,1,1,5,63.7,56.0,4.4,4.36,2.79,-112.30352759352581
0.86,2,5,3,62.3,56.0,6.05,6.08,3.78,4699.252951435055
0.7,4,6,4,62.5,57.0,5.65,5.68,3.54,4342.66127163058
0.52,4,5,2,60.1,59.0,5.18,5.23,3.13,1631.3412596706453
0.41,3,5,4,62.3,59.0,4.76,4.74,2.96,1507.436643420655
1.06,4,3,3,61.8,57.0,6.52,6.56,4.04,6057.788197825654
0.72,4,0,2,62.6,56.0,5.67,5.74,3.57,1620.471505593302
1.54,4,2,1,60.9,56.0,7.45,7.43,4.53,9201.000623253183
0.76,4,6,2,61.2,57.0,5.88,5.91,3.61,3896.3338976460586
1.01,2,6,3,60.4,58.0,6.47,6.57,3.94,6381.989752841771
1.0,0,3,5,65.5,54.0,6.3,6.22,4.1,5891.219059109146
2.02,2,2,1,59.9,55.0,8.17,8.28,4.93,13622.969844657899
0.32,2,4,3,63.2,58.0,4.35,4.32,2.74,-99.37997783337141
0.32,4,6,2,62.0,57.0,4.4,4.37,2.72,367.8520580806585
2.43,3,1,1,62.2,60.0,8.59,8.53,5.33,17148.893008626448
0.92,2,5,2,63.3,57.0,6.22,6.17,3.92,4587.614922666013
0.41,4,0,4,62.7,57.0,4.72,4.75,2.97,67.6215629372723
0.38,3,2,3,60.5,59.0,4.69,4.66,2.83,-77.36470172777445
1.71,2,5,2,63.4,56.0,7.58,7.5,4.78,11940.705204927426
0.9,2,1,2,61.4,55.0,6.19,6.28,3.83,3318.4078760560346
0.43,2,4,4,63.4,57.0,4.8,4.76,3.03,1206.4224575502321
0.7,2,3,3,58.2,60.0,5.84,5.78,3.38,2742.3014053846655
0.51,4,5,3,62.0,54.0,5.16,5.13,3.19,2013.5198026422242
0.4,1,5,2,63.5,58.0,4.65,4.67,2.96,181.9342234153628
0.9,3,1,2,60.9,56.0,6.26,6.21,3.8,3389.7215566856294
0.78,1,5,1,63.7,54.0,5.82,5.77,3.69,2849.724712865133
1.12,3,4,1,60.5,59.0,6.73,6.79,4.09,5780.3393238485805
0.4,3,5,2,60.8,62.0,4.76,4.72,2.88,443.1878782750864
0.51,2,0,2,62.6,59.0,5.06,5.1,3.18,-434.1358596524601
1.01,0,5,1,67.6,57.0,6.21,6.11,4.18,4468.316831421683
0.52,4,5,3,61.7,55.0,5.16,5.21,3.2,2121.869550216782
0.41,4,5,3,61.8,56.0,4.78,4.74,2.94,1228.748219777226
1.05,3,3,1,60.1,60.0,6.58,6.66,3.98,4840.142924364051
2.02,2,3,1,62.8,55.0,8.06,8.11,5.08,13798.411639389073
0.9,2,1,1,60.9,63.0,6.21,6.13,3.76,2628.881760961603
0.64,3,6,3,60.9,59.0,5.6,5.63,3.42,3198.2685657744414
1.22,3,1,2,62.1,58.0,6.89,6.8,4.25,6140.8464366426515
1.32,2,2,2,62.4,58.0,7.02,7.09,4.4,7288.031042099292
2.2,3,1,1,63.0,59.0,8.22,8.19,5.17,14950.899688011703
1.0,4,3,3,62.6,57.0,6.47,6.4,4.03,5385.453885602841
0.54,3,2,4,61.9,56.0,5.29,5.24,3.26,1591.0189736265852
2.25,4,1,1,62.4,57.0,8.39,8.32,5.21,15564.05533509142
1.13,2,2,1,62.5,62.0,6.59,6.66,4.14,4999.444181626599
0.62,3,4,1,61.7,60.0,5.48,5.45,3.37,1345.9981830816168
0.9,0,6,1,64.7,59.0,6.09,5.99,3.91,3897.6188073344188
0.38,4,6,3,61.8,56.0,4.65,4.67,2.88,1342.430901749607
0.4,2,6,2,63.1,57.0,4.73,4.69,2.97,613.4739503942892
0.61,3,6,4,62.4,57.0,5.46,5.44,3.4,3423.9820687838023
1.5,1,0,4,64.1,55.0,7.23,7.13,4.6,9213.864311662546
1.25,4,3,2,62.5,54.0,6.88,6.85,4.29,7311.83060521993
1.01,0,5,1,60.0,60.0,6.48,6.38,3.86,4784.6499721714645
0.83,3,3,1,61.6,57.0,6.06,6.02,3.72,2870.421904760129
1.53,4,2,2,62.3,57.0,7.41,7.36,4.6,9485.354918708328
0.71,4,5,4,62.4,56.0,5.75,5.7,3.57,4073.2212166061454
0.38,1,2,2,63.3,57.0,4.58,4.62,2.91,-899.0285712123055
0.74,4,4,2,61.2,56.0,5.83,5.87,3.58,3104.388208201267
0.84,1,3,3,63.6,59.0,5.89,5.94,3.76,3670.9675636774796
0.75,4,5,2,61.4,57.0,5.82,5.87,3.59,3501.4718543117065
0.42,3,2,4,61.7,59.0,4.76,4.83,2.96,697.6094536381988
0.94,3,5,1,62.4,58.0,6.26,6.33,3.93,4439.387885460599
0.72,2,4,5,59.2,63.0,5.77,5.86,3.44,4185.53805251843
0.3,3,5,3,62.4,59.0,4.3,4.26,2.67,210.93714613474322
0.41,2,5,1,63.3,56.0,4.73,4.69,2.98,-92.67417081636677
0.43,4,6,3,61.3,55.0,4.84,4.88,2.98,1784.5196827182701
2.24,3,1,1,61.9,58.0,8.29,8.36,5.15,15441.646751299135
0.84,2,3,3,61.8,57.0,6.04,6.07,3.74,3861.5891115716736
1.12,2,5,1,60.9,63.0,6.59,6.65,4.03,5966.8566036904085
0.34,3,1,4,61.0,60.0,4.51,4.48,2.74,-242.2942410108708
0.3,3,3,4,62.5,55.0,4.32,4.25,2.68,143.37368288336393
0.7,4,3,4,61.4,57.0,5.7,5.73,3.51,3420.9053095728746
1.0,3,4,2,59.7,60.0,6.48,6.51,3.88,5243.115356596585
0.43,4,6,3,61.8,56.0,4.81,4.83,2.98,1742.7819454424694
1.01,4,2,2,62.4,53.0,6.42,6.47,4.02,4836.927767932231
0.71,1,6,1,56.6,63.0,5.9,5.76,3.3,2697.70144650388
1.12,4,5,1,62.0,57.0,6.61,6.63,4.11,6254.292016769391
0.72,4,2,3,62.8,57.0,5.74,5.7,3.59,2661.179139516541
0.71,3,5,2,61.8,59.0,5.75,5.7,3.54,2923.0500589338144
0.52,4,6,3,61.9,55.0,5.19,5.21,3.22,2401.731207732474
0.3,3,6,4,60.2,59.0,4.39,4.42,2.65,1138.8901149402845
0.35,3,5,3,61.6,58.0,4.57,4.52,2.8,607.5713675890224
0.32,4,1,3,61.5,56.0,4.4,4.41,2.71,-678.7178202293694
1.01,2,1,2,64.2,55.0,6.28,6.34,4.05,4193.927245834052
0.58,4,5,3,61.9,57.0,5.37,5.33,3.31,2515.9352441600595
0.9,1,0,2,64.3,63.0,6.05,6.01,3.88,2544.881952039737
0.27,2,4,6,62.0,58.0,4.18,4.21,2.6,1110.408857016413
0.41,4,6,4,61.8,57.0,4.8,4.75,2.95,2008.6370062719916
1.01,2,2,3,63.5,61.0,6.32,6.24,3.99,4880.5876917251435
1.01,0,3,1,68.5,63.0,6.08,6.0,4.14,3705.0246973827375
0.38,4,1,2,61.5,56.0,4.67,4.7,2.88,-765.6623036954993
1.09,3,3,3,59.9,56.0,6.73,6.59,3.99,6257.848395391624
1.01,4,4,1,62.9,57.0,6.35,6.41,4.01,4897.697029233817
0.41,3,3,4,60.7,58.0,4.83,4.79,2.92,957.8450508366313
1.5,2,1,2,60.2,63.0,7.38,7.33,4.43,8642.115276045302
1.23,4,3,3,61.5,54.0,6.92,6.89,4.25,7644.882569387768
0.51,2,4,3,62.0,58.0,5.08,5.11,3.16,1416.3892270234387
0.73,4,1,4,62.1,54.0,5.77,5.8,3.59,3058.1974433892615
0.43,2,5,2,63.1,56.0,4.83,4.8,3.04,553.3840728822347
1.58,4,3,4,61.3,57.0,7.48,7.54,4.6,11373.51132445776
0.53,4,5,3,62.7,54.0,5.18,5.15,3.24,2154.1044444439476
0.65,2,4,3,64.0,55.3,5.5,5.57,3.54,2468.431545970522
0.35,3,2,4,62.6,59.0,4.5,4.45,2.8,91.4184763236949
2.1,3,0,3,61.3,59.0,8.27,8.21,5.05,14648.738869132738
1.04,4,2,4,62.7,55.0,6.43,6.49,4.05,6075.8303219879845
1.35,3,0,2,61.1,61.0,7.13,7.1,4.35,7017.085263733285
1.06,4,2,1,62.5,57.1,6.46,6.5,4.05,4725.0967817939945
1.0,2,4,3,61.6,56.0,6.42,6.47,3.97,5623.144983879045
0.7,2,4,6,63.0,60.0,5.59,5.62,3.53,4389.637751742264
0.38,3,4,4,60.9,58.0,4.71,4.68,2.86,1045.1946930024
0.39,1,3,3,63.7,53.0,4.62,4.67,2.96,69.32206435393164
0.83,1,2,1,63.9,56.0,5.99,5.93,3.81,2203.214835657389
0.9,2,4,5,61.0,63.0,6.13,6.09,3.73,5661.998732328177
0.7,0,2,2,65.5,57.0,5.59,5.55,3.65,1371.4796075351223
0.42,3,4,5,61.7,59.0,4.78,4.82,2.96,1826.2412991044687
1.23,3,4,3,60.8,59.0,6.9,6.94,4.21,7794.330955169438
0.32,4,4,3,61.2,56.0,4.41,4.44,2.71,306.84529912096195
1.08,3,3,4,61.5,61.0,6.62,6.55,4.05,6484.725803066219
0.43,3,3,2,62.6,59.0,4.8,4.82,3.01,17.64850402413458
1.5,2,3,5,60.9,56.0,7.34,7.37,4.48,10950.948503109199
0.38,1,6,6,61.3,61.0,4.68,4.72,2.88,2368.521976267583
0.73,1,5,2,63.2,58.0,5.7,5.76,3.62,2854.922192406155
1.01,2,2,2,61.9,57.0,6.36,6.41,3.95,4585.409934690109
0.4,3,4,4,62.5,59.0,4.69,4.66,2.92,1120.612439536946
